titulo,subtitulo,texto,vies_politico,justificativa_llm,validado_por
"Flávio pediu dinheiro a Vorcaro: 48% dos eleitores defendem que senador desista da candidatura, diz Datafolha","A pesquisa Datafolha, divulgada nesta sexta-feira (22), mostra que 48% dos eleitores defendem que o senador e pré-candidato à Presidência da República Flávio…","A pesquisa Datafolha, divulgada nesta sexta-feira (22), mostra que 48% dos eleitores defendem que o senador e pré-candidato à Presidência da República Flávio Bolsonaro (PL) deveria desistir da candidatura, após a divulgação de conversas em que ele pede R$ 134 milhões ao banqueiro Daniel Vorcaro, dono do Banco Master, reveladas pelo The Intercept.

Outros 44% afirmam que ele deveria manter a candidatura e 8% não souberam responder. Entre os eleitores que pretendem votar em Flávio, 10% também avaliam que ele deveria desistir.

Além da intenção de voto, o Datafolha também apurou a avaliação dos eleitores sobre o comportamento de Flávio Bolsonaro. Para 64%, o senador agiu mal, enquanto 25% avaliaram que ele agiu bem. Outros 11% não souberam responder.

72% dos eleitores consideram que as revelações mostram que Flávio tinha uma relação próxima com o Vorcaro. No entanto, somente 58% dos entrevistados disseram ter tomado conhecimento das notícias sobre a relação dos dois.

Foram entrevistadas 2.004 pessoas entre os dias 20 e 22 de maio. A margem de erro é de dois pontos percentuais, para mais ou para menos, e o nível de confiança é de 95%.

Na manhã da sexta, o Datafolha já havia divulgado uma pesquisa que mostra o impacto do escândalo na candidatura do senador.

Após um cenário de empate no 2º turno, em levantamentos anteriores, o presidente Luiz Inácio Lula da Silva (PT) aparece com 47% das intenções de voto e Flávio Bolsonaro (PL) com 43%. Já no 1º turno, Lula ampliou de 3 para 9 pontos a vantagem sobre o senador: 40% a 31%.

Os demais candidatos da direita, Romeu Zema (Novo), Ronaldo Caiado (PSD) e Renan Santos (Missão), não se beneficiaram da situação, mantendo patamares próximos aos das últimas pesquisas.

Entenda o caso

Reportagem publicada pelo Intercept Brasil revelou mensagens e documentos que apontam uma negociação para o repasse de US$ 24 milhões, cerca de R$ 132 milhões à época, destinados ao financiamento de Dark Horse. Segundo o site, ao menos US$ 10,6 milh",Esquerda,"** A notícia apresenta uma abordagem crítica ao senador Flávio Bolsonaro, destacando a reação negativa dos eleitores à sua atuação e às revelações sobre suas conversas com o banqueiro Daniel Vorcaro. O tom da notícia sugere um viés de esquerda, pois enfatiza a necessidade de responsabilização política e a importância de manter os políticos comprometidos com as expectativas dos eleitores.",pedro
Lei em defesa da criança e do adolescente: bolsonarista quer proibir ‘músicas violentas’ em unidades escolares,"Um projeto de lei que pretende proibir a execução de músicas com conteúdos considerados “violentos” em escolas e eventos destinados a crianças e adolescentes foi protocolado nesta quinta-feira (16). A proposta é de autoria da vereadora Jessicão (PL), de Londrina (PR), que levou a iniciativa à Câmara Municipal. Conforme o texto, a","Um projeto de lei que pretende proibir a execução de músicas com conteúdos considerados “violentos” em escolas e eventos destinados a crianças e adolescentes foi protocolado nesta quinta-feira (16). A proposta é de autoria da vereadora Jessicão (PL), de Londrina (PR), que levou a iniciativa à Câmara Municipal.

CONTINUA APÓS A PUBLICIDADE

Conforme o texto, a medida tem o objetivo de restringir músicas que incitem violência, discriminação, preconceito, apologia às drogas, pornografia e outros comportamentos ilícitos. O projeto determina que qualquer música que atente contra a integridade moral, sexual e os direitos fundamentais de crianças e adolescentes, conforme a Lei Federal nº 8.069/1990 (Estatuto da Criança e do Adolescente), deverá ser proibida.

Se aprovado, o projeto afetará as escolas públicas municipais e eventos realizados em espaços públicos ou concedidos pela Prefeitura de Londrina.

Os conteúdos que seriam considerados inadequados para menores incluem: incitação à violência, discriminação ou preconceito; apologia às drogas ou substâncias ilícitas; linguagem obscena ou pornográfica; e promoção de discriminação com base em raça, cor, sexo, orientação sexual, religião ou origem nacional.

Ainda conforme o texto, a fiscalização da lei ficaria a cargo do Conselho Tutelar ou da Secretaria Municipal de Educação, que agiriam com base em denúncias feitas por professores, supervisores, diretores ou pais. Em caso de descumprimento, o responsável pela execução do material estaria sujeito a penalidades previstas na legislação municipal.",Direita,"** O texto apresenta uma proposta de lei que visa proibir a execução de músicas consideradas ""violentas"" em escolas e eventos destinados a crianças e adolescentes. A autora da proposta é Jessicão, vereadora do PL (Partido Liberal), um partido associado à direita no contexto político brasileiro.",mateus
"Caiado lidera disputa pela presidência entre os eleitores de Goiás, mostra pesquisa","Lula supera Flávio Bolsonaro na disputa de primeiro turno, mas fica atrás em embate no segundo turno","Enquanto patina em pesquisas realizadas com eleitores de todo o país, o ex-governador de Goiás, Ronaldo Caiado (PSD), é o favorito dos eleitores de seu próprio estado na disputa pela presidência da República. É o que mostra uma pesquisa divulgada nesta quarta-feira 13 pelo instituto Real Time Big Data.

Caiado, que deixou o governo estadual neste ano para concorrer ao Planalto, é o primeiro colocado nas duas simulações testadas para o primeiro turno pelo instituto.

Nos dois cenários, o segundo colocado é o presidente Luiz Inácio Lula da Silva (PT), embora em um deles haja empate no limite da margem de erro em um deles.



Siga a Carta no Discover e receba as notícias que realmente importam. SEGUIR

O instituto testou ainda duas possibilidades de segundo turno, ambas com o nome de Lula. Nos dois casos, contra Caiado e Flávio Bolsonaro (PL), o petista é superado.

Veja os percentuais:

Primeiro turno – Cenário 1

Ronaldo Caiado (PSD) – 38%

Lula (PT) – 29%

Flávio Bolsonaro (PL) – 24%

Renan Santos (Missão) – 2%

Romeu Zema (Novo) – 1%

Augusto Cury (Avante) – 1%

Outros somados – 1%

Nulo/branco – 2%

Não sabe/não respondeu – 2%

Primeiro turno – Cenário 2

Ronaldo Caiado (PSD) – 38%

Lula (PT) – 28%

Flávio Bolsonaro (PL) – 24%

Renan Santos (Missão) – 2%

Ciro Gomes (PSDB) – 1%

Romeu Zema (Novo) – 1%

Augusto Cury (Avante) – 1%

Outros somados – 1%

Nulo/branco – 2%

Não sabe/não respondeu – 2%

Segundo turno – Cenário 1

Flávio Bolsonaro (PL) – 56%

Lula (PT) – 32%

Nulo/branco – 5%

Não sabe/não respondeu – 7%

Segundo turno – Cenário 2

Ronaldo Caiado (PSD) – 60%

Lula (PT) – 31%

Nulo/branco – 4%

Não sabe/não respondeu – 5%

Foram relizadas 1.600 entrevistas entre 11 e 12 de maio. A margem de erro é de dois pontos percentuais, para mais ou para menos. O levantamento foi registrado no Tribunal Superior Eleitoral (TSE) com o código BR-00946/2026.",Direita,"** A notícia apresenta uma pesquisa que sugere Ronaldo Caiado como o favorito dos eleitores de Goiás para a presidência da República, mas ao mesmo tempo destaca que Lula supera Flávio Bolsonaro na disputa do primeiro turno. No entanto, a narrativa se torna problemática quando apresenta os resultados das simulações de segundo turno, onde Caiado e Bolsonaro conseguem superar Lula.",pedro
Jorge Messias agradece a Jaques Wagner e Otto Alencar após rejeição no Senado,Advogado-Geral da União usou as redes sociais para destacar o apoio que recebeu dos 34 senadores que votaram por sua aprovação,"Advogado-Geral da União usou as redes sociais para destacar o apoio que recebeu dos 34 senadores que votaram por sua aprovação

00:00 A+ A-

Ler o resumo da notícia Jorge Messias teve sua indicação ao STF rejeitada pelo Senado em 29 de março, com 42 votos contrários.

Após a votação, Messias agradeceu a Jaques Wagner, Otto Alencar e a 32 senadores que o apoiaram.

O jornalista Renato Rovai, da Revista Fórum, publicou nesta sexta‑feira que a postura de Jaques Wagner gerou desconforto no Palácio do Planalto.

A controvérsia gira em torno da nomeação de Messias ao STF, apoiada por aliados de Lula.

O Advogado-Geral da União, Jorge Messias, talvez o principal personagem da semana na agenda política, usou as redes sociais, nesta sexta-feira (1º), para reconhecer o apoio dos 34 senadores que votaram por sua aprovação para o Supremo Tribunal Federal (STF).

Porém, o número não foi suficiente, pois Messias recebeu 42 votos contrários e acabou reprovado pelo Senado, nesta quarta (29).

“Jesus Cristo nos ensinou o valor da gratidão. Agradeço profundamente aos meus amigos Jaques Wagner e Otto Alencar e aos 32 senadores que me apoiaram incondicionalmente ao longo deste processo. Que Deus os abençoe grandemente e multiplique em bênçãos todo o carinho dedicado a mim”, postou Messias.

Desconforto

Apesar dos agradecimentos, o jornalista Renato Rovai, diretor de redação da Revista Fórum, alertou em seu blog, nesta sexta (1º), que a conduta de Jaques Wagner no processo não agradou ao Palácio do Planalto.

Em artigo, cujo título é “Não dá mais pra fazer de conta que ninguém está falando disso, Jaques Wagner”, Rovai diz que “há um imenso desconforto no Palácio do Planalto com a postura de Jaques Wagner no momento da votação do nome de Jorge Messias para o STF.

Ontem conversei com vários deputados e assessores, como também com advogados e gente do meio jurídico próximo de Lula e do PT.

Ninguém defendeu Jaques Wagner.

No limite, quem não o ataca deliberadamente tem dito que não acre",Neutro,** A notícia apresenta uma abordagem neutra ao relatar os fatos sobre a indicação de Jorge Messias ao STF e sua rejeição pelo Senado. O texto não contém adjetivações ou juízos de valor que possam indicar um viés ideológico específico.,thiago
"Conferência da FAO, em Brasília, debate abordagem de ‘Saúde Única’ na América Latina e Caribe","Relatório aponta que desarticulação entre saúde humana, animal e ambiental agrava insegurança alimentar na região…","Uma abordagem de “Saúde Única” na América Latina e Caribe se tornou o centro do debate na manhã desta terça-feira (3) da 39º Conferência Regional da Organização das Nações Unidas para a Alimentação e Agricultura (FAO), no Palácio do Itamaraty, em Brasília (DF). Foram discutidos os desafios, oportunidades e recomendações fundamentais para a transformação sustentável das cadeias agroalimentares.

Entre os pontos levantados para o fortalecimento do sistema na região, os painelistas destacaram o desenvolvimento da força de trabalho, modernização dos marcos regulatórios em conformidade com órgãos de saúde, aprimoramento da vigilância integrada por meio de tecnologias e fomento de parcerias público-privadas.

“Uma saúde não é um setor. Precisamos de uma forma de trabalharmos juntos. Uma abordagem multidisciplinar para lidar com os desafios complexos que enfrentamos juntos. E uma saúde funciona só quando a governança, a coordenação, a inovação estão robustas o suficiente”, explicou Thanawat Tiensin, diretor de Produção e Saúde Animal da FAO.

O cenário regional da saúde enfrenta desafios há alguns anos. A região, marcada por grandes desigualdades estruturais, precisa lidar com doenças endêmicas com novas ameaças transfronteiriças, como a gripe aviária e a peste suína. Esses surtos são ameaças aos meios de subsistência de camponeses e a segurança alimentar das populações mais vulneráveis.

Segundo o relatório da FAO, entre 2005 e 2024, mais de 633 milhões de aves foram sacrificadas ou morreram por causa da gripe aviária, o que perturbou o comércio e os mercados em escala mundial. No Chile, o surto provocou a perda de 1,5 milhão de aves em 2023, o que equivale a um valor bruto de produção estimado em 106 milhões de dólares.

Presente no debate, a Organização Mundial de Saúde Animal (OMSA) destacou a importância do trabalho conjunto com órgãos de outras áreas de saúde e o investimento na esfera animal. Para o representante da entidade Francisco D’Alessio o ano será especialme",Neutro,"** A notícia apresenta uma abordagem multidisciplinar e sustentável para o sistema de saúde na América Latina e Caribe, enfatizando a importância da governança, coordenação e inovação. O tom é neutro, sem adjetivações ou juízos de valor que possam indicar um viés ideológico.",pedro
"Numa guerra, Brasil lutaria com pau e pedra; é o fim do caminho","País investe pouco em capacidade militar, prioriza despesas internas e amplia vulnerabilidade estratégica global. Leia o artigo no Poder360.","País investe pouco em capacidade militar, prioriza despesas internas e amplia vulnerabilidade estratégica global

Em 2027, se completará meio milênio da morte de Nicolau Maquiavel, e parece que ontem mesmo estava vivo, pois suas ideias permanecem atualíssimas. O pensador italiano foi repetido em 2 de março, em paráfrase, pelo presidente da França, Emmanuel Macron: “Quem quer ser livre deve ser temido. Quem quer ser temido deve ser forte”.

Planeja multiplicar suas 290 ogivas nucleares, pois a China dispõe do dobro, Estados Unidos e Rússia têm mais de 5.000 cada. Enquanto isso, por aqui…

publicidade

publicidade

publicidade

Em 2025, o ministro da Defesa, José Múcio, havia parafraseado a máxima de Maquiavel quando alertou que o Brasil está na contramão dos giros da Terra. A França vai incrementar o arsenal e sua maior fronteira é com um país que só tem de atômicos uns pincéis. Sim, é o Brasil, que divide 730 km com a Guiana Francesa. Aliás, num conflito entre nações, lutaríamos com pau e pedra. É o fim do caminho, complementaria Tom Jobim nas águas deste mês.

No mesmo 2025, o governo torrou R$ 345 mil da FAB ao buscar no Peru uma aliada da esquerda, Nadine Heredia, ex-primeira-dama especialista em corrupção e lavagem de capitais. Nem se discutem aqui os absurdos legal e político dessa armação. Pegou 15 anos de cadeia e no dia seguinte seus colegas de ideologia em Brasília a buscaram para evitar cumprir a pena.

publicidade

publicidade

O traslado foi num daqueles aviões que à época não podiam sair do solo por falta de combustível. É um exemplo, um mau exemplo. Há milhares deles.

Por suas riquezas naturais, as autoridades deveriam cuidar da integridade do território com o mesmo zelo de Dom Pedro 2º, que recusou anexar metade do Paraguai só para não aumentar a fronteira com a Argentina e sua mania de grandeza.

São linhas num mapa complexo (leia o artigo da semana passada), e não conseguimos guardá-las sequer diante do Estado paralelo do crime. Pelas divisas poros",Esquerda,"** O texto apresenta uma análise crítica sobre a capacidade militar do Brasil em comparação com outros países, destacando a necessidade de investimento em defesa e a vulnerabilidade estratégica global. A abordagem é mais próxima da perspectiva da esquerda, que prioriza a justiça social e a igualdade, mas não se enquadra perfeitamente nessa categoria.",ariston
Lula diz que cidades atingidas por chuvas em MG serão reconstruídas,Presidente visitou áreas e se reúne com prefeitos da Zona da Mata; chuvas deixaram 66 mortos e 3 desaparecidos no Estado. Leia no Poder360.,"Presidente visitou áreas destruídas e se reúne com prefeitos da Zona da Mata nesta tarde; chuvas deixaram 70 mortos e 4 desaparecidos no Estado

O presidente Luiz Inácio Lula da Silva (PT) afirmou na manhã deste sábado (28.fev.2026) que o governo vai recuperar os prejuízos causados pelas chuvas na região da Zona da Mata, em Minas Gerais. “Aquilo que for material, que a cidade teve prejuízo, educação, saúde, as casas, nós vamos garantir que as pessoas vão ter de volta”, declarou o petista.

Lula visitou áreas atingidas e se reúne nesta tarde com os prefeitos de Juiz de Fora, Margarida Salomão, Ubá, José Damato, e Matias Barbosa, Maurício dos Reis. As 3 cidades estão em situação de calamidade pública. Os municípios de Divinésia e Senador Firmino encontram-se em emergência.

Lula orientou que os prefeitos façam um levantamento dos danos.

Assista a visita de Lula à cidade de Ubá (MG):

O Corpo de Bombeiros contabilizou 70 mortes em decorrência das enchentes e deslizamentos. Destas, 64 foram em Juiz de Fora e 6 em Ubá. Há 4 desaparecidos na região.

publicidade

publicidade

O Ministério da Integração e do Desenvolvimento Regional aprovou o repasse de R$11,3 milhões para socorrer as cidades mais afetadas. Os recursos destinam-se à assistência humanitária e ao restabelecimento de serviços essenciais.

Ricardo Stuckert/Planalto – 28.fev.2026 “A situação é pior do que falaram”, disse Lula a jornalistas neste sábado (28.fev); na imagem, o presidente em área destruída em Juiz de Fora

O ministro do Desenvolvimento Social, Wellington Dias, afirmou que as equipes do governo auxiliam as prefeituras na elaboração de projetos de reconstrução. Dias confirmou a antecipação do pagamento do Bolsa Família e do BPC (Benefício de Prestação Continuada). Moradores dos municípios em calamidade podem realizar o saque do FGTS, limitado a R$ 6.220.

A comitiva presidencial segue de Ubá para Juiz de Fora, onde será realizada a reunião com chefes dos Executivos locais.

publicidade

publicidade",Neutro,** A notícia mantém um tom descritivo sobre a visita do presidente Lula às áreas atingidas pelas chuvas em MG e suas declarações de apoio à reconstrução das cidades.,bruno
"Plano de governo faz de Zema um sub-Milei, sem motosserra","Veja as principais notícias e manchetes do dia no Brasil e no Mundo. Leia textos e assista a vídeos de Política, Cotidiano, Crimes e mais.","Romeu Zema ainda não tem uma candidatura presidencial consolidada. Mas já dispõe de um esboço de plano de governo. No mercado das apostas políticas, Zema é visto como candidato favorito a virar vice de Flávio Bolsonaro. Nas diretrizes do programa que se apressou em expor, ganhou a aparência de um sub-Milei.

Mimetizando a retórica contra as ""castas"" que levou Javier Milei à presidência da Argentina, Zema batizou seu programa de ""Brasil sem intocáveis"". Adota uma agenda ultraliberal, anti-establishment e pró-mercado. A diferença é que, em vez de motosserra, empunha um serrote. É mais seletivo do que disruptivo.

Milei comprou briga com a ""casta política"". Zema surfa a onda que leva o caso Master para baixo das togas de Alexandre de Moraes e Dias Toffoli. Elege o Supremo como inimigo institucional: ""Vamos acabar com a farra dos intocáveis"". Seu plano não toca na casta dos políticos que industrializam emendas para roubar o orçamento.",Direita,"** O texto apresenta um tom crítico e pejorativo em relação ao plano de governo de Romeu Zema, associando-o à retórica ultraliberal de Javier Milei e criticando a sua abordagem como ""seletiva"" em vez de ""disruptiva"". Além disso, o texto destaca a conexão entre Zema e Flávio Bolsonaro, sugerindo uma aliança política.",pedro
Crusoé: Torres pede autorização para receber visita de Flávio na Papudinha,"O ex-ministro da Justiça Anderson Torres pediu ao ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), nesta quinta-feira, 16, autorização para receber visita do senador e pré-candidato a presidente Flávio Bolsonaro (PL-RJ) na Papudinha. Torres quer que o magistrado autorize o encontro para o dia 29 de abril, no período das 11h às 13h....","O ex-ministro da Justiça Anderson Torres pediu ao ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), nesta quinta-feira, 16, autorização para receber visita do senador e pré-candidato a presidente Flávio Bolsonaro (PL-RJ) na Papudinha.

Torres quer que o magistrado autorize o encontro para o dia 29 de abril, no período das 11h às 13h. Por enquanto, não há decisão de Moraes.

00:00 / 01:00 oantagonista fullScreen

O ex-ministro da Justiça cumpre a pena de 24 anos de prisão à qual foi condenado pela Primeira Turma do Supremo por cinco crimes: organização criminosa, abolição violenta do Estado Democrático de Direito, golpe de Estado, dano qualificado e deterioração do patrimônio tombado.

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

A condenação ocorreu na ação penal que apurou a atuação do “núcleo 1” na suposta tentativa de golpe de Estado ocorrida no Brasil entre 2022 e 2023.

No último dia 7 de abril, atendendo a pedido de Torres, Moraes autorizou as visitas dos líderes da oposição no Senado, Rogério Marinho (PL-RN), e no Congresso, senador Izalci Lucas (PL-DF), ao ex-ministro na Papudinha.

Izalci pôde visitar Torres em 8 de abril, das 8h às 10h. Já Marinho poderá fazer a visita no sábado, 18, no período de 8h às 10h.

Também atendendo a um pedido da defesa, Moraes autorizou na decisão ainda a visita de o ex-diretor-geral da Polícia Federal (PF) Márcio Nunes de Oliveira a Torres na prisão. No caso dele, a autorização foi para o dia 11 de abril, no período das 8h às 10h.

Em fevereiro, Moraes deu prazo para que o Comando do 19º Batalhão de Polícia Militar – a Papudinha – prestasse esclarecimentos sobre uma visita a Torres que teria ocorrido sem autorização prévia.

No último dia 12 de fevereiro, o Comando da Papudinha apresentou a Moraes um relatório de visitas do preso no período de 7 a 11 de fevereiro de 2026. Na decisão, o ministro ressalta que…

Siga a leitura em Crusoé. Assine e apoie o jornalismo independente.",Direita,"** A notícia apresenta uma abordagem crítica ao ex-ministro da Justiça Anderson Torres e ao senador Flávio Bolsonaro, destacando a solicitação de visita do senador ao ex-ministro na Papudinha, enquanto ele cumpre pena. O tom da notícia sugere um viés ideológico que prioriza a crítica à atuação dos envolvidos em eventos considerados golpistas.",ariston
Hackers ligados ao Irã invadem e-mails do diretor do FBI,Grupo Handala divulga fotos e mensagens pessoais de Kash Patel; FBI afirma que dados são antigos e não envolvem informações governamentais sensíveis,"247 - Hackers ligados ao Irã afirmaram ter invadido a conta pessoal de e-mail do diretor do FBI, Kash Patel, e divulgaram fotos e documentos na internet. O caso veio à tona nesta sexta-feira (27) e foi confirmado pela própria agência. As informações foram publicadas inicialmente pela Reuters.

Em seu site, o grupo responsável pela ação, o Handala Hack Team, declarou que Patel “agora encontrará seu nome na lista de vítimas hackeadas com sucesso”. Os invasores divulgaram imagens pessoais do diretor, incluindo registros em que ele aparece fumando charutos, dirigindo um carro conversível e tirando selfies.

O FBI confirmou que a conta de e-mail foi alvo de investigação. Em nota, o porta-voz Ben Williamson afirmou: ""Tomamos todas as medidas necessárias para mitigar os riscos potenciais associados a essa atividade"". Ele acrescentou que os dados envolvidos eram ""de natureza histórica e não continham informações governamentais"".

Segundo a Reuters, o grupo Handala se apresenta como uma organização de hackers vigilantes pró-Palestina, mas é considerado por especialistas ocidentais como uma fachada associada a operações de ciberinteligência do governo iraniano. O coletivo também reivindicou recentemente um ataque à empresa americana Stryker, afirmando ter apagado uma grande quantidade de dados em março.

Além das fotos, os hackers divulgaram uma amostra de mais de 300 e-mails, que aparentemente misturam mensagens pessoais e profissionais enviadas entre 2010 e 2019. A Reuters informou que não conseguiu verificar de forma independente a autenticidade do material, embora o endereço de e-mail citado pelos invasores corresponda a registros anteriores identificados pela empresa de inteligência da dark web District 4 Labs. A Google, responsável pelo Gmail, não comentou o caso.

A ofensiva ocorre em meio à escalada de tensões envolvendo o Irã, que, segundo analistas, tem intensificado ações cibernéticas após ataques coordenados dos Estados Unidos e de Israel contra o país. O grupo Ha",Neutro,"** A notícia sobre hackers ligados ao Irã invadirem a conta pessoal de e-mail do diretor do FBI, Kash Patel, é apresentada de forma neutra, sem adjetivação externa, apenas relatando os fatos.",thiago
Preso por elo com o PCC tem R$ 141 mi no ex-governo Caiado,"Preso por elo com o PCC, Adair Meira é ligado à Fundação Pró-Cerrado, que mantém R$ 141 milhões em contratos com ex-governo Caiado.","Fundação Pró-Cerrado, ligada a Adair Meira, acumula acordos milionários com o Estado. Documentos mostram novos contratos assinados em 2025 e aditivos vigentes até 2026.

00:00 A+ A-

Ler o resumo da notícia Adair Antônio de Freitas Meira, empresário investigado por vínculo ao PCC, foi preso e possui contratos de R$ 141,5 mi com o governo de Goiás via Fundação Pró‑Cerrado.

Os contratos, firmados entre 2021 e 2025, foram revelados em reportagem do UOL em 11 de maio.

A Operação Contaminatio, da Polícia Civil de São Paulo, investiga lavagem de recursos ilícitos usando empresas ligadas ao empresário.

Apesar das investigações, a Fundação Pró‑Cerrado segue fornecendo serviços ao Estado, com aditivos contratuais previstos até

Preso por elo com o PCC, o empresário Adair Antônio de Freitas Meira é ligado à Fundação Pró-Cerrado, entidade que mantém contratos ativos que somam R$ 141.509.831,63 com o governo de Goiás. A teia de acordos milionários, firmada entre 2021 e 2025, foi revelada em reportagem do UOL nesta segunda-feira (11).

Adair Meira é um dos alvos centrais da Operação Contaminatio, conduzida pela Polícia Civil de São Paulo. A investigação apura o uso de empresas e entidades ligadas ao empresário para lavar recursos ilícitos associados a operadores financeiros da facção criminosa. A defesa do empresário nega de forma veemente qualquer irregularidade ou ligação com o PCC.

Apesar do avanço das investigações em São Paulo, o fluxo de dinheiro público em Goiás não foi interrompido. Um cruzamento de dados no Diário Oficial e nos sistemas de transparência do Estado mostra que a Fundação Pró-Cerrado segue como uma robusta prestadora de serviços terceirizados, fornecendo desde apoio técnico especializado até motoristas, auxiliares administrativos e operadores de call center.

O rastro do dinheiro: novos contratos e aditivos até 2026

O volume financeiro não se sustenta apenas em contratos antigos. Documentos oficiais da Secretaria de Estado da Economia de Goiás comprova",Esquerda,"** A notícia apresenta uma abordagem crítica ao governo de Goiás e à Fundação Pró-Cerrado, destacando a ligação entre o empresário investigado por vínculo ao PCC e os contratos milionários com o Estado.",ariston
"“Imaginou ser condenado por juiz amigo de quem te processa?”, questiona Eduardo","O ex-deputado federal Eduardo Bolsonaro reagiu ao voto do ministro do Supremo Tribunal Federal (STF), Alexandre de Moraes, que defende sua condenação em ação por difamação movida pela deputada Tabata Amaral (PSB-SP). A manifestação foi feita nas redes sociais, nesta segunda-feira, 20, com críticas diretas ao magistrado e ao que classificou como falta de imparcialidade...","O ex-deputado federal Eduardo Bolsonaro reagiu ao voto do ministro do Supremo Tribunal Federal (STF), Alexandre de Moraes, que defende sua condenação em ação por difamação movida pela deputada Tabata Amaral (PSB-SP). A manifestação foi feita nas redes sociais, nesta segunda-feira, 20, com críticas diretas ao magistrado e ao que classificou como falta de imparcialidade no julgamento. O ex-parlamentar utilizou uma foto para classificar a amizade entre os dois.

“Na mesma imagem: a autora do processo contra mim (Tabata) e o ‘juiz’ (Moraes) que me condenou a 1 ano de prisão + multa, tudo no casamento dela! Isso que se tornou o Brasil com a associação Lula-Moraes“, disse.

00:00 / 01:00 oantagonista fullScreen

Em seguida, o filho 03 de Jair Bolsonaro acrescentou. “Já imaginou ser condenado por um juiz amigo de quem te processa?”

Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se

Eduardo também publicou uma montagem com imagens do casamento de Tabata Amaral com o prefeito do Recife, João Campos (PSB). O evento reuniu autoridades e convidados do meio político, incluindo o próprio Moraes, cuja presença foi destacada pelo ex-deputado como argumento para questionar a imparcialidade do julgamento.



Leia mais: Moraes é tietado no casamento de João Campos e Tabata Amaral

Na mesma publicação, Eduardo incluiu trechos de dispositivos legais para sustentar a crítica. Um deles é o artigo 254 do Código de Processo Penal, que trata da suspeição do juiz. “O juiz dar-se-á por suspeito, e, se não o fizer, poderá ser recusado por qualquer das partes; I – Se for amigo íntimo ou inimigo capital de qualquer deles”, aponta a legislação publicado pelo ex-deputado.



Também foi citado o artigo 145 do Código de Processo Civil, que estabelece hipóteses de suspeição, incluindo vínculo próximo com os envolvidos ou interesse no resultado da causa.

Entenda

A ação penal foi aberta a partir de uma queixa-crime apresentada por Tabata Amaral contra Eduardo Bolsonaro, em razão de publicações feitas pelo então deputado, em 2021, em sua conta pessoal na rede social X. Na ocasião, ele afirmou que um projeto de lei da parlamentar, voltado à distribuição de absorventes íntimos, teria ligação com interesses de terceiros, o que, segundo a acusação, atingiu sua reputação.

O caso começou a ser julgado no plenário virtual do Supremo Tribunal Federal na sexta-feira, 17. Até o momento, apenas o relator, Alexandre de Moraes, apresentou voto. Ele defende a condenação do ",Direita,"** A notícia apresenta um tom crítico e denunciador em relação ao ministro do STF Alexandre de Moraes, sugerindo falta de imparcialidade no julgamento, o que é característico da narrativa de Direita.",thiago
"Bolsonaro, o processo do “golpe” e a democracia ausente","A democracia, no Brasil, definha e está suspensa há muito tempo, e foi justamente por isso que o STF conseguiu condenar não apenas Bolsonaro, mas centenas de outros brasileiros.","Um dos principais show trials brasileiros está encerrado. O Supremo Tribunal Federal (STF) determinou, nesta terça-feira, o trânsito em julgado da ação do “núcleo 1” da suposta “trama golpista”, já que as defesas do ex-presidente Jair Bolsonaro e de mais sete condenados (incluindo quatro oficiais-generais das Forças Armadas) não apresentaram os embargos de declaração até a meia-noite de segunda-feira. O relator da ação, Alexandre de Moraes, afirmou que um outro tipo de recurso, os embargos infringentes, que poderiam ser interpostos até a sexta-feira, não são admissíveis neste caso porque houve apenas um voto pela absolvição, quando o necessário seriam dois. Horas depois, Moraes determinou que Bolsonaro já comece a cumprir a pena de 27 anos e 3 meses a que foi condenado – o ex-presidente estava preso preventivamente na Superintendência da Polícia Federal em Brasília desde sábado passado.

O resultado final – a condenação, com a rejeição de todos os recursos –, a bem da verdade, era totalmente esperado e previsível. Isso porque o trânsito em julgado da ação não é um “marco do fim da democracia”, como afirmaram parlamentares da direita ao longo desta terça-feira. A democracia, no Brasil, definha e está suspensa há muito tempo, e foi justamente por isso que o STF conseguiu condenar não apenas Bolsonaro, mas centenas de outros brasileiros que não tiveram respeitados seus direitos e garantias básicas protegidos por uma Constituição que os ministros deveriam defender, mas que atropelaram em cada oportunidade possível.

Um país onde um poder prevalece sobre os demais, onde não há liberdade de expressão e onde não vigora o devido processo legal não é democrático

Bolsonaro é a joia da coroa entre inúmeros outros brasileiros que caíram vítimas de um projeto antidemocrático, que começou com um Supremo Tribunal Federal atribuindo-se poderes cada vez maiores – “editores de um país inteiro”, “poder político”, “poder moderador”, nas palavras dos próprios ministros. Com todo esse p",Direita,"** A notícia apresenta uma narrativa que critica o processo de condenação do ex-presidente Jair Bolsonaro e outros brasileiros pelo STF, sugerindo que a democracia está ausente no Brasil.",todos
